0,0.499470,0.020742,0.497758,0.019760,1.503044,0.234816,0.254002,0.094052,1.020000,0.141421,0.510788,0.097679,0.862805,0.086415,0.738995,0.107075,0.731012,0.035429,0.527513,0.122327,0.508378,0.082275,0.489189,0.011791,0.066398,0.031692,0.168252,0.273575,0.518287,0.061687,-0.050000,0.220158,-0.110000,0.316066,-0.680000,0.471212,0.481499,0.056880,0.904200,0.059687,3.345585,0.399621,0.755766,0.080826,0.799184,0.259804,0.003572,0.010323,0.003432,0.010521,
1,0.525280,0.060642,0.486454,0.030894,1.769799,0.392146,0.000000,0.000000,0.000000,0.000000,0.371528,0.076510,0.873669,0.119311,0.766545,0.168500,0.346222,0.073495,0.397154,0.128919,0.487279,0.181949,0.000000,0.000000,0.128285,0.028483,0.161514,0.238781,0.517449,0.143709,-3.981667,2.978323,-5.266667,5.903862,-1.060000,1.836966,0.533605,0.061826,0.682966,0.123305,2.011720,0.220238,0.793493,0.158016,1.937431,1.136483,0.257231,0.124996,0.053210,0.059008,
2,0.544074,0.039848,0.491840,0.032954,1.477961,0.238388,0.000000,0.000000,0.000000,0.000000,0.379822,0.060986,0.643178,0.119730,0.808665,0.113111,0.406349,0.069090,0.420158,0.135089,0.525459,0.168018,0.000000,0.000000,0.178186,0.043203,0.369658,0.168034,0.689013,0.135371,-6.270131,5.657109,-9.386667,7.411004,-1.611667,4.536639,0.468419,0.072737,0.522210,0.230760,2.319063,0.469788,0.282013,0.107705,1.406464,1.221071,0.402015,0.216969,0.021877,0.029103,
3,0.572550,0.032224,0.496920,0.031769,1.456998,0.244689,0.000000,0.000000,0.000000,0.000000,0.418143,0.081686,0.799947,0.129175,0.782752,0.104772,0.470630,0.082356,0.399773,0.141636,0.541610,0.112440,0.000000,0.000000,0.156674,0.027190,0.364683,0.170822,0.663565,0.136260,-6.103905,5.548468,-1.830000,5.822292,-3.222060,2.525876,0.543442,0.075846,0.878639,0.080929,2.705683,0.508756,0.616809,0.221678,3.820937,1.789804,0.007675,0.016966,0.035501,0.032312,
4,0.547264,0.036646,0.480381,0.029524,1.377836,0.204677,0.064387,0.023791,1.000000,0.000000,0.445584,0.076626,0.901702,0.116551,0.887544,0.116653,0.488839,0.070352,0.612590,0.153847,0.309331,0.109378,0.526506,0.040265,0.120454,0.027805,0.278299,0.268624,0.606059,0.094433,0.000000,0.000000,-1.416071,1.680258,-0.299250,0.699029,0.513170,0.047514,0.888549,0.087417,2.012148,0.461968,0.829752,0.144529,3.279910,1.311479,0.047135,0.076278,0.053425,0.051567,
5,0.513417,0.038605,0.493866,0.030485,1.495514,0.270254,0.000000,0.000000,0.000000,0.000000,0.418263,0.077025,0.696401,0.087744,0.802793,0.102789,0.455256,0.080111,0.360680,0.126787,0.534309,0.106212,0.000000,0.000000,0.193750,0.041502,0.309440,0.189068,0.338154,0.145709,-0.410000,0.496827,-2.990000,7.119240,-5.623008,3.524363,0.547560,0.072600,0.888683,0.084157,2.608913,0.518253,0.479208,0.063510,4.223478,1.418784,0.005624,0.013537,0.527473,0.173794,
6,0.466903,0.023935,0.484015,0.027747,1.447960,0.236978,0.112085,0.044979,1.000000,0.000000,0.510496,0.078636,0.814385,0.101883,0.817967,0.102618,0.620714,0.062053,0.532553,0.111943,0.514260,0.080042,0.322104,0.016826,0.122999,0.026209,0.376628,0.166946,0.354591,0.114657,-0.050000,0.220158,-0.130000,0.339718,-0.500000,0.505076,0.465757,0.069122,0.878413,0.090964,3.249819,0.432524,0.697965,0.117701,0.928357,0.392678,0.004565,0.012551,0.522041,0.175766,
7,0.530864,0.056718,0.596622,0.038326,1.546168,0.338959,0.000000,0.000000,0.000000,0.000000,0.333130,0.066252,0.598771,0.177114,0.852088,0.139631,0.326922,0.066490,0.249195,0.073323,0.230916,0.068638,0.000000,0.000000,0.174092,0.038861,0.043620,0.158004,0.631261,0.108447,-5.516119,5.511533,-6.430000,11.990860,-2.555000,5.978185,0.449286,0.160734,0.547484,0.182891,1.979417,0.111345,0.409515,0.224280,0.689446,0.331958,0.002771,0.011780,0.112519,0.076839,
8,0.502434,0.028871,0.496859,0.021381,1.452070,0.220399,0.189658,0.079529,2.000000,0.000000,0.516279,0.093535,0.834100,0.122327,0.789904,0.103618,0.673877,0.056432,0.501911,0.141244,0.538529,0.103554,0.503543,0.015954,0.084656,0.030550,0.315238,0.185559,0.522976,0.084918,-0.380000,0.490314,-0.340000,0.478518,-1.067667,0.294034,0.484131,0.062218,0.889136,0.075443,3.210011,0.438293,0.654447,0.202657,1.093182,0.394706,0.013293,0.020501,0.021354,0.029345,
9,0.529346,0.026698,0.517149,0.026114,1.460423,0.231369,0.121427,0.047498,1.000000,0.000000,0.501993,0.078170,0.802053,0.092085,0.814445,0.092811,0.624990,0.064045,0.330687,0.124445,0.485704,0.099066,0.657045,0.019217,0.125500,0.028782,0.332177,0.174603,0.517605,0.073363,-0.180000,0.388088,-2.870000,7.423975,-2.050512,0.824758,0.533501,0.061844,0.879378,0.074154,2.602942,0.478777,0.685721,0.160996,4.016008,1.481513,0.003017,0.009803,0.005932,0.013240,
